from_stop_id,to_stop_id,transfer_type,min_transfer_time
1655,7931439,2,250
1656,7900002,2,201
1656,7900003,2,216
1657,5121368,2,269
1657,6591481,2,269
1659,3690050,2,269
1659,3690051,2,269
1659,3690081,2,228
1659,4036628,2,218
1659,4036629,2,191
1659,4459270,2,201
1659,4459271,2,211
1659,7899157,2,190
1659,7899158,2,202
1659,7920995,2,201
1659,7920996,2,191
1659,7920997,2,235
1659,7920998,2,241
1659,7920999,2,243
1659,7921034,2,228
1659,7932046,2,228
1659,7932047,2,243
1659,7932048,2,190
1659,7932049,2,202
1662,4036653,2,342
1662,4036759,2,307
1662,4036760,2,342
1662,4459247,2,307
1662,7899990,2,342
1662,7900037,2,307
1662,7920956,2,265
1662,7920957,2,249
1662,7931334,2,265
1662,7931335,2,249
1662795,5121480,2,209
1662795,5121481,2,192
1662795,6449043,2,209
1662795,6449044,2,192
1662796,5121480,2,209
1662796,5121481,2,192
1662796,6449043,2,209
1662796,6449044,2,192
1662797,5121484,2,218
1662797,5121515,2,190
1662797,6448956,2,210
1662797,6448957,2,210
1662797,6448958,2,218
1662797,6449047,2,218
1662797,6449066,2,190
1662797,8092798,2,205
1662797,8092799,2,190
1662798,5121484,2,218
1662798,5121515,2,190
1662798,6448956,2,210
1662798,6448957,2,210
1662798,6448958,2,218
1662798,6449047,2,218
1662798,6449066,2,190
1662798,8092798,2,205
1662798,8092799,2,190
1662,8452414,2,342
1662,8452415,2,307
1662,8452467,2,342
1663,3682070,2,260
1663,3682071,2,243
1663,3682090,2,243
1664,3682059,2,189
1664,5747142,2,297
1664,5747143,2,210
1665,3887783,2,270
1665,4037008,2,270
1665,4473031,2,270
1665,5121376,2,256
1665,6591480,2,256
1665,7275668,2,270
1666,1667,2,65
1666,2477,2,67
1666,5138183,2,226
1666,5138220,2,194
1666,7931799,2,207
1666,7931857,2,218
1666,7931873,2,220
1666,7931874,2,194
1666,7932220,2,194
1666,7932279,2,226
1666,8321671,2,218
1666,8321703,2,218
1666,8367271,2,217
1666,8367326,2,207
1667,5138183,2,226
1667,5138220,2,194
1667,7931799,2,207
1667,7931857,2,218
1667,7931873,2,220
1667,7931874,2,194
1668,4211795,2,206
1668,4211796,2,262
1668,7275131,2,206
1668,7275132,2,262
1669,5138178,2,184
1669,7931865,2,279
1669,7931867,2,227
1669,7931868,2,200
1669,7964962,2,279
1669,7964963,2,227
1669,7986265,2,198
1669,7986318,2,227
1670,4035021,2,264
1670,4035022,2,264
1670,4473156,2,264
1670,4473157,2,264
1671,3730101,2,243
1671,3730102,2,188
1672,1729,2,330
1672,1977,2,300
1672,2167,2,300
1672,2472,2,180
1672,3893353,2,277
1672,3893394,2,276
1672,3893395,2,261
1672,4036770,2,254
1672,4036771,2,240
1672,4036988,2,261
1672,4037041,2,276
1672,6591460,2,261
1672,6591520,2,225
1672,7170698,2,215
1672,7275154,2,215
1672,7275155,2,276
1672,7275446,2,276
1672,7275447,2,215
1672,7899574,2,276
1672,7899617,2,235
1672,7921058,2,225
1672,7921101,2,215
1672,7922564,2,277
1672,7931806,2,153
1672,7932207,2,254
1672,7932208,2,240
1672,7945883,2,225
1672,7945919,2,215
1672,7946145,2,254
1672,7946146,2,240
1672,7946194,2,254
1672,7946195,2,240
1672,7964952,2,261
1672,7964969,2,153
1672,8321649,2,153
1672,8451935,2,254
1672,8451936,2,240
1675,1674,2,111
1675,1676,2,110
1675,2484,2,120
1675,2486,2,104
1675,4035806,2,399
1675,4035807,2,387
1675,4035808,2,207
1675,4035809,2,196
1675,4035810,2,274
1675,7991823,2,268
1675,7991824,2,402
1676,1674,2,236
1676,2484,2,247
1676,4035806,2,279
1676,4035807,2,267
1676,4035808,2,207
1676,4035809,2,196
1676,4035810,2,278
1677,1678,2,105
1677,2488,2,63
1677,4036981,2,257
1677,4037046,2,270
1677,7275146,2,257
1677,7275216,2,270
1677,7931374,2,281
1677,7931375,2,189
1677,7945889,2,270
1677,7945912,2,257
1677,8007417,2,200
1680,3619312,2,270
1680,3619313,2,247
1681,7921216,2,198
1681,7931773,2,201
1681,7931813,2,192
1681,7931814,2,201
1681,7964947,2,201
1681,7964974,2,192
1681,7965028,2,192
1681,7965029,2,201
1683,6591451,2,196
1683,6591452,2,220
1683,7931340,2,220
1683,7932161,2,220
1683,7932162,2,196
1684,3749702,2,207
1684,3749734,2,230
1684,4473179,2,230
1684,4473193,2,207
1684,5018179,2,230
1684,5018184,2,244
1684,7691430,2,230
1684,8357875,2,207
1684,8357912,2,230
1685,4036790,2,207
1685,4036791,2,182
1685,7013390,2,212
1686,3749686,2,245
1686,3749687,2,262
1686,5138164,2,247
1686,5138165,2,288
1686,7899123,2,262
1686,7899124,2,245
1686,7921069,2,288
1686,8357861,2,245
1686,8357862,2,262
1687,1637,2,110
1687,2517,2,96
1687,7911747,2,216
1687,7911789,2,205
1687,8399880,2,194
1687,8399881,2,216
1689,3685706,2,230
1689,3685707,2,208
1689,3685760,2,230
1689,3685761,2,208
1689,3685815,2,230
1689,3685816,2,208
1689,3685896,2,258
1689,3685897,2,223
1689,3690363,2,297
1689,3690364,2,324
1689,3690365,2,193
1689,3690366,2,214
1689,3690368,2,296
1689,3690417,2,297
1689,3690418,2,324
1689,3690419,2,193
1689,3690420,2,214
1689,3690422,2,296
1689,3690442,2,296
1689,3690443,2,214
1689,3690444,2,324
1689,3690470,2,296
1689,3690471,2,214
1689,3690472,2,324
1690,7931797,2,215
1690,8367273,2,279
1690,8367324,2,215
1691,4037033,2,185
1691,4473021,2,185
1691,7275658,2,185
1691,7932003,2,224
1692,5138188,2,230
1692,5138189,2,256
1692,7176238,2,186
1692,7922522,2,186
1692,7922556,2,188
1692,7931540,2,186
1692,7931550,2,188
1693,5747138,2,251
1695,4036815,2,195
1695,4036816,2,195
1695,4284929,2,201
1695,4284930,2,216
1695,4378048,2,202
1695,4378049,2,221
1695,4378069,2,189
1695,4439499,2,202
1695,4458791,2,213
1695,4458792,2,199
1695,5161546,2,213
1695,5161547,2,199
1695,7986499,2,213
1695,7986500,2,193
1695,7986501,2,315
1696,4036817,2,254
1696,4378066,2,261
1696,4458789,2,259
1696,4458795,2,261
1697,5747132,2,230
1697,5747133,2,230
1703,4035804,2,234
1703,4035805,2,216
1704,5922167,2,256
1704,5922218,2,255
1705,4834560,2,223
1705,4834561,2,211
1705,4834624,2,223
1705,4834625,2,211
1705,5121831,2,259
1705,5121832,2,271
1705,5121833,2,250
1705,5161445,2,192
1705,5161446,2,192
1705,5976748,2,259
1705,5976749,2,262
1705,5976750,2,283
1706,2224153,2,279
1706,2224154,2,279
1706,3672160,2,316
1706,3672161,2,316
1706,3672225,2,316
1706,3672226,2,316
1706,3672261,2,316
1706,3672286,2,316
1706,3678809,2,311
1706,3678810,2,288
1706,4146088,2,316
1706,4146117,2,316
1710,5138179,2,191
1710,5138180,2,250
1710,7931869,2,241
1710,7931870,2,254
1710,7964964,2,211
1710,7986266,2,250
1710,7986319,2,198
1713,4024592,2,246
1713,4024593,2,228
1713,4024599,2,228
1713,4024951,2,256
1713,4024952,2,189
1713,4024953,2,215
1713,4024970,2,215
1713,4035029,2,198
1713,4035030,2,233
1713,4473164,2,198
1713,4473165,2,233
1715,4473188,2,243
1717,4009067,2,197
1717,4009073,2,213
1718,7899603,2,244
1718,7899608,2,254
1718,7921001,2,198
1718,7932043,2,254
1718,7932044,2,198
1720,7899995,2,208
1720,7899996,2,212
1721,4036993,2,260
1721,4037038,2,285
1721,4045013,2,234
1721,6591465,2,260
1721,6591517,2,285
1721,7899570,2,285
1721,7931781,2,230
1721,7931802,2,230
1721,7946293,2,234
1721,7946294,2,260
1721,7964966,2,196
1722,1166840,2,180
1722,1166841,2,180
1722,1715,2,480
1722,1723,2,207
1722,1724,2,108
1722,2460,2,480
1722,2468,2,220
1722,2469,2,108
1722,3749688,2,108
1722,3749689,2,212
1722,3749690,2,210
1722,3749691,2,252
1722,3893335,2,187
1722,3893336,2,187
1722,4035038,2,215
1722,4035039,2,215
1722,4036660,2,254
1722,4036661,2,196
1722,4036747,2,210
1722,4036748,2,196
1722,4036749,2,226
1722,4036827,2,254
1722,4045022,2,210
1722,4459239,2,226
1722,4459240,2,210
1722,4472773,2,210
1722,4472774,2,210
1722,4473190,2,215
1722,4473191,2,215
1722,4473192,2,252
1722,5018190,2,254
1722,5018191,2,196
1722,5018192,2,226
1722,5158081,2,226
1722,5158082,2,241
1722,5158083,2,216
1722,6217415,2,215
1722,6217416,2,210
1722,6217417,2,252
1722,7176249,2,254
1722,7176250,2,196
1722,7275548,2,226
1722,7275549,2,241
1722,7275550,2,216
1722,7376288,2,193
1722,7376289,2,193
1722,7376290,2,254
1722,7376291,2,252
1722,7899121,2,204
1722,7899122,2,205
1722,7899182,2,108
1722,7900216,2,186
1722,7900217,2,186
1722,7913217,2,214
1722,7913218,2,205
1722,7913219,2,203
1722,7921088,2,242
1722,7921089,2,203
1722,7931327,2,215
1722,7931383,2,252
1722,7931745,2,275
1722,7931746,2,275
1722,7931972,2,226
1722,7931973,2,252
1722,7932235,2,254
1722,7932237,2,226
1722,7932238,2,196
1722,7932239,2,215
1722,7946313,2,203
1722,7946340,2,242
1722,7991680,2,226
1722,7991701,2,226
1722,8007367,2,254
1722,8007368,2,252
1722,8007409,2,210
1722,8079716,2,196
1722,8135306,2,215
1722,8135307,2,215
1722,8167113,2,226
1722,8357863,2,108
1722,8357864,2,212
1722,8357865,2,247
1722,8357914,2,210
1722,8399858,2,247
1722,8399859,2,247
1722,8399860,2,252
1723,1166840,2,180
1723,1166841,2,180
1723,1715,2,480
1723,1724,2,141
1723,2460,2,480
1723,2469,2,149
1723,3749688,2,108
1723,3749689,2,212
1723,3749690,2,210
1723,3749691,2,252
1723,3893335,2,187
1723,3893336,2,187
1723,4035038,2,215
1723,4035039,2,215
1723,4036660,2,254
1723,4036661,2,196
1723,4036747,2,210
1723,4036748,2,196
1723,4036749,2,226
1723,4036827,2,254
1723,4045022,2,210
1723,4459239,2,226
1723,4459240,2,210
1723,4472773,2,210
1723,4472774,2,210
1723,4473190,2,215
1723,4473191,2,215
1723,4473192,2,252
1723,5018190,2,254
1723,5018191,2,196
1723,5018192,2,226
1723,5158081,2,226
1723,5158082,2,241
1723,5158083,2,216
1723,7176249,2,254
1723,7176250,2,196
1723,7899121,2,204
1723,7899122,2,205
1723,7899182,2,108
1723,7900216,2,186
1723,7900217,2,186
1723,7913217,2,214
1723,7913218,2,205
1723,7913219,2,203
1723,7921088,2,242
1723,7921089,2,203
1723,7931327,2,215
1723,7931383,2,252
1723,7931972,2,226
1723,7931973,2,252
1723,7946313,2,203
1723,7946340,2,242
1723,7991701,2,226
1723,8079716,2,196
1723,8135306,2,215
1723,8135307,2,215
1723,8167113,2,226
1723,8357863,2,108
1723,8357864,2,212
1723,8357865,2,247
1723,8357914,2,210
1723,8399858,2,247
1723,8399859,2,247
1723,8399860,2,252
1724,1715,2,480
1724,2460,2,480
1724,4035038,2,215
1724,4035039,2,215
1724,4473190,2,215
1724,4473191,2,215
1724,4473192,2,252
1724,7913217,2,214
1724,7913218,2,205
1724,7913219,2,203
1729,3893394,2,210
1729,3893395,2,261
1729,4036988,2,261
1729,4037041,2,210
1729,6591460,2,261
1729,6591520,2,195
1729,7170698,2,272
1729,7275154,2,272
1729,7275155,2,210
1729,7275446,2,210
1729,7275447,2,272
1729,7899574,2,210
1729,7899617,2,216
1729,7921058,2,195
1729,7921101,2,272
1729,7945883,2,195
1729,7945919,2,272
1729,7964952,2,261
1731,3887776,2,279
1731,3887777,2,232
1731,4036998,2,279
1731,4036999,2,232
1731,4045010,2,232
1731,6591470,2,279
1731,6591471,2,232
1731,7899564,2,232
1731,7899565,2,279
1731,7922558,2,286
1731,7946287,2,232
1731,7946288,2,279
1733,4036994,2,203
1733,4036995,2,197
1733,4045012,2,197
1733,6591466,2,203
1733,6591467,2,197
1733,7899568,2,197
1733,7899569,2,203
1733,7931800,2,229
1733,7931801,2,220
1733,7946291,2,197
1733,7946292,2,209
1734,3813532,2,210
1734,3813533,2,211
1734,3893390,2,200
1734,7931914,2,221
1734,7931915,2,200
1735,3442544,2,207
1735,3442545,2,207
1735,3763974,2,216
1735,3763975,2,216
1735,3781622,2,207
1735,3781623,2,207
1735,3813518,2,201
1735,3813519,2,206
1735,4889619,2,202
1735,4889620,2,243
1735,5122015,2,225
1735,5122016,2,220
1735,5138201,2,216
1735,5138202,2,216
1735,5138203,2,235
1735,5221739,2,225
1735,5221740,2,220
1735,5325169,2,207
1735,5325170,2,214
1735,5370720,2,220
1735,6041838,2,222
1735,6041839,2,222
1735,6861939,2,222
1735,6861940,2,222
1735,7275169,2,216
1735,7275170,2,216
1735,7275171,2,208
1735,7275430,2,216
1735,7275431,2,216
1735,7275461,2,208
1735,7376178,2,216
1735,7376179,2,216
1735,7376194,2,208
1735,7945872,2,220
1735,7945931,2,262
1735,7945960,2,276
1735,7945961,2,218
1735,7945962,2,262
1735,8219650,2,216
1735,8219651,2,216
1735,8219652,2,208
1737,3672111,2,258
1737,3672112,2,252
1737,3672266,2,258
1737,3690079,2,287
1737,3926272,2,287
1737,3926273,2,275
1737,4036625,2,252
1737,4036626,2,287
1737,4146112,2,252
1737,4459272,2,199
1737,4459273,2,258
1737,5231596,2,252
1737,5231597,2,287
1737,5231625,2,199
1737,5231626,2,258
1737,6263538,2,199
1737,6263539,2,287
1737,6263540,2,238
1737,6263541,2,258
1737,6263542,2,252
1737,7647701,2,216
1737,7647702,2,207
1737,7921145,2,258
1737,7921146,2,252
1738,4023264,2,188
1738,4023265,2,188
1738,4036665,2,198
1738,4459235,2,191
1738,4677616,2,186
1738,4677617,2,186
1738,7275541,2,191
1738,7275542,2,198
1738,7714277,2,196
1738,7714278,2,191
1738,7714371,2,198
1738,7714372,2,195
1738,7933307,2,196
1738,7933308,2,191
1738,7945932,2,198
1738,7946010,2,198
1738,7946011,2,198
1740,3813530,2,207
1740,3813531,2,226
1740,4677657,2,276
1740,4677675,2,271
1740,4677676,2,234
1740,4677745,2,271
1740,4677746,2,234
1741,7900011,2,270
1741,7900012,2,226
1742,4211793,2,193
1742,4211794,2,196
1742,7275129,2,193
1742,7275130,2,196
1742,7647732,2,221
1742,7647733,2,215
1742,7676423,2,256
1742,7676473,2,215
1742,7691391,2,256
1742,7691440,2,215
1742,7714381,2,252
1742,7714409,2,252
1742,7714410,2,252
1743,3740974,2,218
1743,3740975,2,184
1743,3750043,2,251
1743,3750045,2,244
1743,4035714,2,210
1743,4035715,2,219
1743,7647728,2,232
1743,7647729,2,214
1743,7899183,2,195
1743,7899184,2,210
1743,7899228,2,195
1743,7899229,2,210
1743,7899273,2,195
1743,7899274,2,210
1743,7899326,2,195
1743,7899327,2,210
1743,7899371,2,195
1743,7945899,2,198
1743,7945900,2,204
1744,3972544,2,187
1744,3972545,2,192
1744,4035799,2,207
1744,4035819,2,227
1744,7647718,2,220
1744,7647719,2,194
1744,7898879,2,248
1744,7898880,2,247
1746,4035549,2,206
1746,4035550,2,206
1746,4036966,2,206
1746,4036967,2,206
1746,5747219,2,206
1746,5747220,2,206
1746,7647712,2,416
1746,7932197,2,376
1749,3813512,2,223
1749,3813513,2,207
1749,5121994,2,220
1749,5121995,2,242
1750,3813506,2,208
1750,3813507,2,190
1750,4009396,2,193
1750,4009397,2,199
1750,4037029,2,202
1750,4473015,2,202
1750,7275652,2,202
1750,7931996,2,275
1750,7931997,2,259
1750,7931998,2,202
1752,1753,2,156
1752,2431,2,131
1752,4009041,2,278
1752,6575219,2,220
1752,6591442,2,206
1752,7647707,2,211
1752,7647746,2,199
1752,7899606,2,192
1752,7899607,2,192
1752,7932037,2,250
1752,7932039,2,198
1752,7932040,2,189
1753,4009041,2,278
1755,4035035,2,186
1755,4035040,2,233
1755,4473170,2,244
1755,4473171,2,230
1757,3893345,2,241
1757,3893346,2,199
1757,5138170,2,241
1757,5138171,2,244
1757,6129304,2,180
1757,6129305,2,180
1757,7921064,2,199
1757,7921094,2,241
1757,7946301,2,199
1757,7946302,2,241
1759,1956,2,600
1759,2211,2,600
1763,5138190,2,261
1763,5138191,2,188
1764,4037045,2,203
1764,6591523,2,203
1764,7275215,2,203
1764,7931336,2,210
1764,7945888,2,203
1765,1764,2,103
1765,2374,2,79
1765,4037045,2,203
1765,6591523,2,203
1765,7275215,2,203
1765,7920958,2,222
1765,7931336,2,210
1765,7945888,2,203
1766,1647,2,113
1766,1767,2,60
1766,2377,2,128
1766,2527,2,101
1766,4037268,2,217
1766,6591450,2,217
1766,6591526,2,229
1766,7170694,2,207
1766,7899412,2,253
1766,7899413,2,207
1766,7899414,2,243
1766,7899415,2,256
1766,7899456,2,217
1766,7931341,2,204
1766,7931342,2,207
1766,7931372,2,217
1766,7931373,2,231
1766,7931521,2,253
1766,7931522,2,207
1766,7931568,2,217
1766,7932163,2,204
1766,7932202,2,217
1766,967988,2,180
1766,967989,2,180
1767,1647,2,120
1767,2527,2,105
1767,6591450,2,217
1767,6591526,2,229
1767,7170694,2,207
1767,7931341,2,204
1767,7931342,2,207
1767,7931372,2,217
1767,7931373,2,231
1767,7931521,2,253
1767,7931522,2,207
1767,7931568,2,217
1767,7932163,2,204
1767,7932202,2,217
1767,967988,2,180
1767,967989,2,180
1772,4035551,2,221
1772,4035552,2,205
1772,4036968,2,221
1772,4036969,2,205
